fid,ang_connectivity,ang_meandepth,class_connectivity,met_choice,met_choice_1000,met_choice_1250,met_choice_1500,met_choice_1750,met_choice_2000,met_choice_250,met_choice_2500,met_choice_3000,met_choice_500,met_choice_750,met_meandepth,met_meandepth_1000,met_meandepth_1250,met_meandepth_1500,met_meandepth_1750,met_meandepth_2000,met_meandepth_250,met_meandepth_2500,met_meandepth_3000,met_meandepth_500,met_meandepth_750,ang_choice,ang_choice_1000,ang_choice_1250,ang_choice_1500,ang_choice_1750,ang_choice_2000,ang_choice_250,ang_choice_2500,ang_choice_3000,ang_choice_500,ang_choice_750,ang_integration,ang_integration_1000,ang_integration_1250,ang_integration_1500,ang_integration_1750,ang_integration_2000,ang_integration_250,ang_integration_2500,ang_integration_3000,ang_integration_500,ang_integration_750,compteur,type_chemin,type_transport,jeu_7_9,jeu_11_13,jeu_17_19,sam_7_9,sam_11_13,sam_17_19
"2352",0.2350131,6.6755099,2,37865,5759,9756,14398,18785,23439,143,32834,36958,995,2812,1540.3906,657.8017,825.15698,986.53467,1122.5367,1264.5089,163.25615,1454.4775,1529.405,308.56909,482.39078,23364,5325,7206,9618,12492,15565,102,23515,26052,1192,3360,494.80725,148.34535,191.31401,230.74275,280.50589,327.72934,28.338791,434.52954,484.8313,65.599998,99.860458,UNI11,"1","0",515,586.333333333333,575.6,290.5,560,369.5
"2353",1.9820302,6.7585802,4,35946,5340,9147,13586,17826,22160,153,31104,35050,930,2593,1565.1936,661.30048,836.47394,998.95184,1131.7345,1264.7384,153.99777,1467.8763,1548.7064,303.18149,488.18643,21249,4725,6306,8407,10999,13874,101,21414,23920,1105,3036,488.79703,138.56366,180.02473,218.81276,273.44183,316.4314,29.529474,424.92441,476.21689,60.538937,93.064857,UNI11,"1","0",515,586.333333333333,575.6,290.5,560,369.5
"2354",4.2249489,6.1279039,6,127094,10792,20244,32749,46253,61621,136,93563,115925,1149,4574,1470.3162,652.31213,805.7475,952.12683,1091.6934,1239.278,161.75398,1404.9939,1467.9708,317.72726,481.91864,103454,15172,25968,39792,56934,75392,93,96005,105979,1561,7120,539.02344,182.76357,226.84016,277.9996,327.37238,378.07962,35.010941,479.47604,529.34644,82.822388,124.3287,"00000","1","0",,,,,,
"2355",2.8610821,6.3510871,4,39916,6070,10547,14920,19020,23890,111,34495,39106,914,2902,1474.3125,655.37915,811.25964,956.05853,1099.3788,1245.854,170.65118,1411.3313,1472.4387,322.45447,480.83435,11520,3644,5052,6668,7462,8886,66,13022,12624,751,1673,520.31329,163.82256,209.13344,244.09248,294.77979,348.28162,27.937233,460.22241,510.28302,68.158691,110.5872,"00000","1","1",,,,,,
"2356",0.37844327,6.6395502,2,37242,5402,9550,13596,17346,21812,81,31956,36432,773,2550,1521.8553,664.42792,828.77869,975.72339,1119.3542,1264.6337,167.67261,1449.7448,1516.7822,335.38464,486.82919,9683,2934,4099,5476,6112,7228,50,10905,10651,579,1322,497.6579,144.537,189.15862,227.39233,277.49448,324.74188,20.27475,434.92471,487.09695,58.159119,95.649323,"00000","1","0",,,,,,
"2357",0.46689188,6.6614523,2,35286,4955,8922,12776,16360,20481,85,30163,34480,684,2323,1546.8264,666.75134,839.72211,986.6275,1131.0747,1266.067,159.80061,1463.3557,1536.3126,331.47385,492.54327,7875,2356,3294,4498,4923,5779,60,9052,8776,485,1044,496.05048,135.03401,180.54921,219.56377,269.83398,316.492,17.461025,426.26147,482.58829,52.675102,90.286064,"00000","1","0",,,,,,
"2358",2.3644407,6.9715557,3,33935,4716,8588,12350,15896,19762,105,29000,33139,660,2205,1563.0624,670.97284,847.91113,990.58844,1135.3134,1260.9843,140.92363,1468.4519,1547.0352,321.01157,491.9762,6126,1859,2683,3690,3917,4582,86,7318,7017,430,848,473.9404,125.7734,164.56845,209.26639,256.65024,302.16769,18.712595,404.13492,459.77362,47.53022,82.165291,"00000","1","0",,,,,,
"2359",4.0472918,7.1882019,5,55495,3847,7252,12296,19433,27519,158,42954,52366,728,1739,1587.921,674.65662,846.73749,1005.5575,1139.6267,1264.6475,140.54257,1480.5237,1564.9508,310.06317,487.10648,16381,2852,5025,8664,12314,15807,153,19290,20204,673,1736,459.31027,123.49325,160.46959,208.3382,255.17987,290.33661,26.678324,392.16684,446.0148,51.872852,80.4776,"00000","1","0",,,,,,
"2360",2.8516078,7.0580335,5,81960,6879,13279,21239,31148,42154,149,65175,78134,886,2994,1589.1819,680.3833,858.04126,999.56519,1142.4502,1262.4196,139.606,1480.7633,1565.8033,320.54929,495.97519,21013,4344,7212,11749,15602,19617,170,25375,25981,894,2361,467.90115,118.5843,162.88672,215.81805,256.74231,295.21869,25.848995,392.80609,452.34662,48.343945,78.713074,"00000","1","0",,,,,,
"2361",2.9263189,7.4982862,4,12983,1970,3647,5738,7887,9744,101,12225,12875,307,915,1629.0043,687.91962,870.77228,1015.7664,1159.2661,1273.4354,132.62421,1502.8197,1601.9602,316.87726,504.45285,5757,2043,3170,4636,6213,7514,86,8851,6993,259,887,440.84674,102.70726,154.23381,207.74243,254.61197,295.55801,22.04929,375.42957,425.81705,40.526306,63.397568,"00000","1","0",,,,,,
"2362",0.67365694,7.4509201,2,10574,1595,2961,4751,6651,8247,93,10105,10516,259,729,1652.5792,688.63281,873.43323,1025.4572,1171.1959,1281.0205,149.99271,1516.0565,1623.6741,308.40167,502.58148,5277,1934,2868,4220,5724,6944,79,8211,6442,213,835,443.26859,97.329819,139.56169,191.39659,242.81558,284.97183,20.695568,366.3237,422.61246,36.062534,59.489841,"00000","1","0",,,,,,
"2363",3.6401122,7.2858295,5,9740,1490,2681,4350,6145,7673,97,9334,9678,269,670,1681.6222,695.30945,871.67474,1044.8824,1184.6798,1295.6208,149.29372,1528.8762,1648.246,285.92715,495.03366,5659,2054,2873,4180,5774,6954,77,8475,6855,227,876,453.31467,103.7044,145.33987,194.1757,250.70894,290.379,23.269636,375.2037,434.51172,38.062023,63.1894,"00000","1","0",,,,,,
"2364",2.0290074,7.4832625,4,67738,4795,9799,16868,26098,35828,88,53975,64417,464,1931,1621.3132,687.45496,868.07422,1011.9658,1153.1332,1265.4241,129.22665,1494.2756,1594.1304,322.30072,507.50952,19190,4818,8314,13927,18807,23489,83,28055,25740,469,2218,443.8154,104.30263,158.036,213.34669,257.09213,298.47791,21.558903,378.64581,428.64542,39.530575,63.387096,"00000","1","0",,,,,,
"2365",0.85329282,7.6304402,2,65944,4558,9430,16408,25440,34920,64,52470,62673,393,1821,1639.9449,682.23651,872.21021,1020.7865,1156.0626,1268.6025,130.53728,1501.7314,1610.3413,324.73788,513.85834,19215,4673,8324,14030,18963,23595,62,27933,25556,398,2174,435.11575,101.93755,154.89409,213.97327,256.63748,295.06363,17.765255,368.91724,418.27362,36.768631,63.098606,"00000","1","0",,,,,,
"2366",1.833052,7.6885834,3,64307,4435,9220,16150,24975,34218,49,51155,61091,354,1767,1655.0562,687.55365,872.815,1022.7971,1155.5372,1269.5525,125.60889,1504.858,1623.0112,322.05936,515.82275,19441,4611,8416,14253,19262,23816,51,28021,25614,345,2170,431.79187,101.31097,158.52553,220.22346,259.50525,296.97589,15.33507,367.26724,414.241,35.462627,63.773689,"00000","1","0",,,,,,
"2367",1.5679874,7.6829219,3,68813,5632,11403,19505,29263,38914,43,55922,65651,462,2348,1672.2246,683.84985,878.55627,1024.5004,1148.2952,1263.6923,136.82104,1504.9381,1630.5249,334.31882,519.87048,25382,6212,11351,19093,25101,30371,24,34712,31744,488,3018,431.3912,105.82756,165.48482,224.29825,263.78113,294.3378,16.316126,356.13501,404.19785,35.749619,71.479286,"00000","1","0",,,,,,
"2368",0.40707064,7.5426321,2,68701,5802,11680,19840,29480,39025,39,55837,65528,491,2414,1677.0402,683.224,870.31519,1014.0005,1124.0079,1247.6285,170.23985,1496.3533,1630.2849,348.33621,511.7995,26547,6443,11807,19721,25843,31103,12,35865,32947,497,3091,438.47992,113.42007,174.58884,232.45154,272.11688,294.27808,17.738583,348.06348,405.17575,39.255947,74.029343,"00000","1","0",,,,,,
"2369",1.1224989,7.4304161,3,69933,6228,12305,20584,30263,39847,50,56858,66704,587,2588,1657.7786,678.29089,854.22229,984.0343,1091.8806,1228.1951,157.59868,1486.9343,1621.1364,350.55536,497.59311,28054,6807,12485,20630,26858,32146,20,37413,34670,554,3265,445.84442,127.41911,189.94887,243.28929,281.62094,302.345,18.102392,358.48077,414.2811,43.469109,77.718788,"00000","1","0",,,,,,
"2370",3.5846829,7.0558486,5,8148,1935,2966,4277,5637,6637,88,7851,8098,433,942,1651.3674,683.41016,854.17462,1035.2714,1161.9785,1289.4435,146.45819,1515.88,1624.6135,294.11346,486.92401,9493,3326,4680,5641,7652,8252,68,11074,10326,383,1350,468.19489,120.64717,164.43886,205.85643,260.47067,300.65005,24.498087,399.23566,453.20322,46.378048,77.537354,"00000","0","1",,,,,,
"2371",2.6465743,6.7209945,4,10754,2429,3746,5429,7036,8382,97,10182,10664,521,1195,1611.4323,669.18951,836.72839,1013.9292,1136.2808,1276.6086,156.07774,1493.7645,1587.9817,293.78925,483.17621,10721,3837,5324,6441,8509,9176,73,12370,11618,478,1606,491.75824,141.15134,182.59338,227.98431,276.95285,318.54211,25.813334,425.83322,477.30576,58.482639,91.347458,"00000","0","0",,,,,,
"2372",2.4476917,7.2874856,4,48459,2764,5175,9238,14744,21686,108,35906,45328,542,1200,1614.6232,671.20734,842.99078,1015.1639,1140.8879,1272.8354,157.37366,1493.2635,1590.4631,297.63779,482.55264,7833,2215,4351,7163,9726,11402,60,12543,11662,653,1067,453.62418,120.45667,157.79289,185.79102,230.27988,253.08377,27.42551,313.59439,385.15262,48.655071,79.061958,"00000","1","0",,,,,,
"2373",2.4242206,7.3409109,4,49279,2852,5397,9568,15190,22228,117,36688,46149,548,1248,1588.6593,669.65381,839.6507,1010.296,1137.4025,1267.3235,144.0508,1481.6366,1566.3242,304.73444,490.66434,8105,2236,4434,7369,10001,11886,72,13052,12245,661,1080,449.88974,122.68583,159.98692,203.96114,244.54683,277.54697,28.905989,373.80338,435.97311,50.644703,82.300064,"00000","1","0",,,,,,
"2374",4.6125264,6.1235366,6,113010,8355,15819,26251,38297,51971,122,80608,101875,873,3462,1510.4996,649.3139,815.41156,967.39191,1099.4059,1249.5096,153.11067,1430.1625,1503.5385,318.97025,484.49127,119669,14283,25443,39718,59211,80492,69,107380,121970,988,5265,539.40619,173.51953,210.37057,265.21957,309.98834,356.73172,27.780703,436.53564,499.13501,79.420609,124.83863,"00000","1","0",,,,,,
"2375",3.3927894,6.1096416,5,137960,10772,20577,32283,45432,60235,189,92249,120181,1297,4352,1474.2965,644.02643,809.49487,953.35052,1084.8782,1241.511,138.66556,1412.5925,1472.4452,322.58627,488.87973,24312,9837,14350,19322,21477,24255,208,31829,28432,1777,5149,541.56134,192.78905,244.85799,286.892,331.05136,392.68878,33.556587,491.0303,535.24304,78.79525,134.11627,"00000","1","1",,,,,,
"2376",3.7023582,6.3400555,5,24471,4033,6761,9610,12321,15623,120,20999,23760,631,1831,1507.9427,648.56116,816.5918,965.29169,1094.6112,1247.9059,154.93279,1430.5469,1505.1537,318.05148,488.81561,15140,6051,9180,12059,13681,14071,93,18580,16875,914,2988,521.45496,173.68636,220.95412,263.97809,306.23544,361.11362,30.67754,467.83289,514.18829,74.646545,122.25988,"00000","1","0",,,,,,
"2377",2.1715002,6.4731359,4,32831,5408,8832,12853,16338,20198,128,27994,32075,842,2493,1535.0582,651.11133,817.88861,978.33264,1106.4882,1255.437,160.15497,1448.1635,1527.7096,311.35886,486.32373,18696,9153,12335,15754,17798,17994,88,22241,20813,1186,4150,510.89603,165.63724,215.44658,259.91464,303.56158,354.30707,30.525229,455.18759,502.29498,74.558029,114.49399,"00000","1","0",,,,,,
"2378",0.24153611,6.5634909,2,30352,4891,8011,11713,14926,18411,116,25705,29604,763,2213,1577.0049,660.47797,822.41888,1001.0048,1121.344,1272.4371,172.02397,1474.6958,1560.8242,305.27328,488.16855,17220,8445,11351,14386,16292,16377,76,20437,19147,1098,3766,503.65927,153.91113,200.93764,244.10452,290.49365,338.07727,28.818235,443.36792,492.47299,68.387238,105.6625,"00000","1","0",,,,,,
"2379",2.1273036,6.6568608,4,28695,4573,7529,11086,14185,17445,123,24269,27968,726,2041,1597.0564,662.33929,832.27393,1009.5265,1132.1235,1273.6221,159.12238,1485.5338,1577.1519,294.9808,486.19553,15770,7833,10544,13143,14903,14951,92,18714,17507,1030,3470,496.5463,148.8517,193.21158,233.58121,282.59174,325.60791,28.799349,433.52222,483.62308,64.706268,98.586929,"00000","1","0",,,,,,
"2380",3.1319909,5.3939419,5,119346,9948,18390,28248,40981,54548,126,80725,103649,1292,4380,1515.7495,660.67706,815.02087,947.22119,1090.8135,1208.4426,151.38348,1428.7141,1510.1802,326.05789,488.48911,59972,10872,20734,33539,49547,62629,80,74966,66702,1274,4758,612.8678,225.22057,303.49155,361.80182,413.20676,469.44937,31.820171,565.20276,604.63977,95.303688,164.90735,"00000","1","0",,,,,,
"2381",2.0212498,5.4247913,4,112700,8722,16286,25434,37107,49784,115,74604,97029,1123,3850,1551.5957,656.21008,821.73816,959.73779,1103.5635,1224.6002,144.32547,1442.059,1537.4698,322.97299,490.77466,54944,9660,18369,30587,45364,58092,63,69576,61175,976,3939,609.44781,208.06862,287.9465,342.09967,394.55453,451.33588,24.210003,552.26941,597.35071,83.899323,149.9203,"00000","1","0",,,,,,
"2382",1.0579292,5.4248142,3,107760,7393,13960,22328,33133,45235,116,69729,92083,875,3130,1556.8362,650.90088,821.58295,962.72968,1104.7042,1228.1666,145.87405,1443.6084,1540.3795,319.80597,494.23041,51338,9147,17294,29062,43109,55403,73,65677,57065,946,3701,609.44513,199.91591,281.51172,334.7666,386.25565,445.04266,23.213068,547.97034,595.21448,74.467377,143.63562,"00000","1","0",,,,,,
"2383",1.9835366,5.4417386,3,107685,7383,13901,22284,33028,45158,121,69684,92016,879,3131,1552.314,647.6391,823.96265,961.95129,1105.3907,1233.5692,149.2531,1444.5482,1539.135,316.53098,492.08658,49420,8997,16766,28259,41848,53889,97,63438,54708,975,3656,607.56787,191.96948,273.11932,325.47574,380.47784,437.60245,21.740952,542.14349,591.67596,71.535049,137.1931,"00000","1","0",,,,,,
"2384",3.023361,6.1994948,4,121686,9019,17426,27664,39488,52233,125,79572,104618,976,3525,1523.1641,643.05243,815.62097,964.86768,1098.4263,1243.1711,156.67578,1439.0441,1518.5745,321.51224,492.4032,21377,7002,10708,16012,20457,23255,92,24969,21496,1135,3407,533.60004,182.64368,244.99362,288.68256,329.89679,388.88199,29.197762,481.77853,525.72192,71.26265,129.25476,"00000","1","0",,,,,,
"2385",2.8603077,5.9942541,5,24311,4871,8290,11401,13877,15853,122,19914,22917,877,2353,1569.5668,641.24841,826.75867,970.21362,1107.4376,1245.2139,145.49423,1456.7167,1554.2235,311.63177,486.42233,35374,8072,14376,23027,32860,39856,117,45539,41322,1167,3569,550.79834,187.57895,244.32208,297.30783,331.63516,384.96411,31.320051,487.00235,534.51984,76.249092,138.20833,"00000","1","0",,,,,,
"2386",5.6652737,6.1155357,7,18858,4141,6779,9223,10969,12121,178,15078,17546,972,2144,1605.611,645.2251,829.08026,982.35181,1110.3544,1253.038,140.8667,1476.4464,1582.5063,301.30084,480.43948,17300,5183,8249,12816,16527,18173,139,19588,19767,909,2442,539.96387,173.6013,225.28012,280.3634,316.24118,364.13535,26.340124,467.4115,521.87085,69.596474,126.69582,"00000","1","1",,,,,,
"2387",2.9951122,6.1194773,5,99040,6312,12304,20745,31189,43245,117,68330,87958,768,2705,1555.6735,648.57111,823.27991,982.08179,1103.9199,1254.8998,169.27061,1456.4741,1540.6764,313.89536,483.58774,122490,10921,21527,35567,56008,78322,49,108796,124816,863,3950,539.74683,167.30675,216.79146,268.18381,314.71164,364.80615,30.17309,444.96585,509.31131,74.811417,127.17767,"00000","1","0",,,,,,
"2388",3.979476,5.9660745,5,13054,2551,3993,5911,7857,9838,110,12415,12987,534,1480,1580.264,644.54382,829.25256,981.87231,1105.4872,1250.1648,142.06816,1460.7776,1560.639,309.69034,480.95551,17944,3613,6375,11050,16827,21790,64,25787,21156,454,1662,554.10681,170.54086,221.87518,274.38101,318.50299,366.45444,25.652328,469.89148,532.63397,68.740402,124.30056,"00000","1","0",,,,,,
"2389",1.398904,6.1124167,3,89018,4503,9530,16413,25216,35629,85,58565,77919,444,1649,1600.4965,645.22693,830.60638,985.35236,1109.7791,1255.3679,148.99335,1475.5369,1576.7595,307.13934,478.91132,106644,7195,15134,24634,39502,56865,42,83907,105370,379,2207,540.39954,168.84541,218.91959,272.98724,323.30328,372.88736,22.905787,460.32977,517.21051,68.972794,126.66869,"00000","1","0",,,,,,
"2390",4.1782427,5.908637,5,87987,4456,9413,16140,24793,34980,101,57610,76889,469,1641,1618.9766,646.59613,831.2934,987.05426,1116.7191,1253.9635,144.53101,1481.7256,1594.1373,306.63004,477.22235,108950,7124,15143,24861,39887,57422,56,85153,107373,385,2181,561.07709,171.05389,222.53107,282.95441,325.41962,383.16824,24.006903,477.8591,536.67535,68.477699,127.3306,"00000","1","1",,,,,,
"2391",4.4667559,6.3269091,5,21876,4359,7186,10114,12808,14937,155,18515,20919,833,2286,1555.7379,650.55988,822.82086,959.08313,1105.8186,1235.0848,144.15092,1449.6984,1545.8341,315.40073,490.17578,760,605,813,903,1032,966,84,985,886,344,573,521.99762,160.93791,226.27327,276.85236,312.23367,362.7594,21.021217,462.46097,508.47739,57.588768,112.20564,"00000","1","0",,,,,,
"2392",3.307627,5.9654469,5,8674,2050,2972,4153,5434,6585,144,8292,8647,638,1313,1584.8193,646.57257,831.15057,979.2085,1110.0138,1250.0121,136.89444,1464.1981,1566.2037,309.18448,484.048,3241,1573,1784,2654,2917,3062,122,3723,3612,516,1043,554.18958,165.71806,217.53398,276.03644,315.53519,369.16302,23.958134,476.5271,534.21887,63.556675,118.09734,"00000","1","0",,,,,,
"2393",3.9296064,6.2802682,4,7271,1828,2888,3821,4924,5734,76,6889,7250,450,1040,1570.2792,663.24811,826.81012,962.41534,1109.9581,1228.7283,148.46408,1451.9304,1553.9863,330.71136,491.03259,856,504,1028,1037,1464,1245,28,960,875,221,501,525.73511,169.37321,236.70215,286.12756,323.94989,380.46552,18.613485,471.56302,514.15997,60.523548,115.62151,"00000","1","0",,,,,,
"2394",2.0014701,5.9160504,4,13058,3533,5416,7460,9621,11055,114,12690,13035,721,1965,1580.9968,653.43835,826.37445,965.52905,1113.4933,1234.6101,137.47424,1457.9214,1563.678,317.72552,488.90027,6315,1989,2897,4221,4900,5442,108,7470,7134,704,1461,558.62073,177.2417,236.67204,292.45963,331.75079,385.64194,24.587063,490.90436,542.05164,68.618439,125.19843,"00000","1","0",,,,,,
"2395",2.0893404,5.9424534,4,20098,4031,6351,9144,11832,13832,142,17249,19200,791,2176,1576.1718,647.89795,821.49915,964.44489,1109.1315,1238.9462,136.16808,1456.5394,1559.9198,317.56784,487.56882,4685,1685,2198,3142,3719,4150,121,5344,5206,695,1302,556.2312,171.38618,227.71051,288.34491,325.1264,378.20239,24.527557,485.99786,538.68066,67.031998,123.14112,"00000","1","0",,,,,,
"2396",4.0166683,6.4951019,5,9526,1703,2669,3654,4584,5358,89,7157,8672,398,916,1604.9724,654.99323,829.35846,971.61005,1116.3973,1242.7024,146.69913,1475.2145,1584.6107,317.73029,482.52734,98,143,222,279,246,217,44,227,194,225,103,508.26562,147.192,203.85211,260.23926,300.901,349.47659,20.597546,444.76431,492.15106,54.537907,100.68345,"00000","1","0",,,,,,
"2397",4.7340298,5.5642123,7,80747,5398,10141,16179,23633,34161,107,54643,70749,715,2522,1626.2637,652.90039,829.60809,979.62061,1121.7661,1249.3018,155.72121,1475.0282,1598.9331,312.11523,477.77313,133743,7482,14371,24498,38761,56638,57,94684,127593,916,3328,594.11029,176.354,235.6676,302.32965,347.76926,407.83774,27.711552,509.79227,571.68445,73.755554,128.00055,"00000","1","1",,,,,,
"2398",3.0304556,5.8995895,4,10548,3077,4763,6599,8244,9216,89,10291,10527,596,1664,1568.9285,664.40808,823.45563,956.62958,1105.474,1223.932,161.74876,1450.333,1552.6099,328.77603,486.5217,6732,1747,2449,4042,4499,5411,46,8093,7707,529,1085,560.05542,181.19485,246.52255,300.08945,335.08191,397.04733,26.058741,498.51859,546.18976,67.920753,125.57076,"00000","1","0",,,,,,
"2399",4.2210112,5.5511956,6,80775,5605,10473,16464,23869,34396,98,54717,70787,767,2616,1607.1475,659.84125,823.15204,957.24622,1113.0823,1229.9431,165.76205,1470.6001,1583.2513,323.05908,467.91006,137843,7745,15277,26159,41025,59596,29,98396,131699,899,3326,595.41583,192.71573,261.22699,320.21957,369.01514,422.43127,27.245121,527.79932,577.89618,79.195122,132.22475,"00000","1","0",,,,,,
"2400",2.0506642,6.1525664,3,28238,5181,8404,12060,15480,18921,144,24378,27275,838,2609,1460.8853,650.16223,809.8797,954.49445,1088.083,1239.9016,141.69998,1411.6539,1460.4148,331.23938,495.53113,8843,1806,2937,3739,4604,6189,133,8392,8962,516,1186,537.62128,170.62335,232.32536,276.12494,331.99988,397.24326,20.427664,494.60605,533.24762,58.042118,104.4197,"00000","1","0",,,,,,
"2401",0.69785738,6.5728564,2,25999,4754,7785,11185,14313,17312,119,22239,25036,728,2376,1480.0912,650.63098,813.19324,961.90845,1091.9617,1245.1088,148.38181,1421.9741,1479.6179,332.56644,504.37708,5681,1054,1780,2258,2709,3805,87,5346,5766,318,723,503.08975,154.46577,208.01907,248.3786,301.23419,362.4993,16.85885,458.02823,497.8714,49.70026,97.051582,"00000","1","0",,,,,,
"2402",0.85733557,6.7913961,2,23815,4411,7267,10401,13245,15792,109,20180,22852,686,2225,1513.4072,649.04803,819.57355,964.39893,1100.0277,1246.2621,152.82292,1438.8163,1511.1071,334.30634,506.68695,2656,527,874,1031,1234,1704,64,2534,2710,228,420,486.59573,144.2164,199.51421,244.11598,285.95657,347.23624,14.559432,436.33633,479.61609,44.574631,93.439621,"00000","1","0",,,,,,
"2403",1.0090972,7.0427275,2,21965,4175,6919,9858,12454,14633,112,18483,21003,690,2122,1538.1415,645.66431,823.14117,964.98608,1103.7755,1242.8024,146.91197,1448.8832,1533.1372,330.85947,500.79468,219,295,427,398,418,387,59,373,301,237,351,468.54572,135.67583,188.59419,233.76448,265.80737,321.08002,15.685662,416.5264,461.02411,41.46402,85.38121,"00000","1","0",,,,,,
"2404",4.0395918,10.727705,4,3298,494,670,874,1132,1433,78,1928,2526,158,274,2193.196,641.22754,778.97748,915.04865,1083.9971,1256.9662,138.06464,1517.1106,1810.9474,271.00555,427.28461,11,33,54,65,63,97,22,83,107,25,27,307.73407,81.347984,103.09444,122.92047,143.92099,168.9942,27.604038,206.57996,244.9241,40.296211,62.08757,"00000","0","0",,,,,,
